HabitCode | MessageType | Slot | AgeGroup | Gender | Variant | Text
PHG09 | E | ---  | ANY  | ANY | V1 | عالی! دقیق و به‌موقع مصرف کردی 👏
PHG09 | E | ---  | ANY  | ANY | V2 | نظمِ مصرفت عالیه—همین رو ادامه بده.
PHG09 | E | ---  | ANY  | ANY | V3 | سلامتت رو جدی گرفتی؛ کارت درسته.

PHG09 | F | ---  | ANY  | ANY | V1 | یادت رفت؟ راهنمای دارو/پزشکت رو چک کن؛ دوزِ دوبل نزن.
PHG09 | F | ---  | ANY  | ANY | V2 | اگر مشکوکی، با پزشک/داروساز هماهنگ کن.
PHG09 | F | ---  | ANY  | ANY | V3 | امروز نشد؟ برنامهٔ فردا رو دقیق‌تر می‌چینیم.

PHG09 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز منظم‌تر مصرف کردی—آفرین.
PHG09 | P | ---  | ANY  | ANY | V2 | این هفته نوبت‌ها رو دقیق‌تر رعایت کردی.
PHG09 | P | ---  | ANY  | ANY | V3 | روتینِ دارویی‌ت داره پایدار می‌شه.

PHG09 | T | MOR  | KID   | ANY | V1 | اگر پزشک گفته، با کمکِ والد مصرف کن.
PHG09 | T | AFT  | TEEN  | ANY | V1 | نوجوانی شلوغه؛ زنگ یادآور برای دوزها بذار.
PHG09 | T | NOON | YOUNG | F   | V1 | مکمل‌ها فقط با مشاوره؛ طبق نیاز بدنِ تو.
PHG09 | T | EVE  | MID   | ANY | V1 | داروهای ثابت رو هر شب در یک ساعت مشخص بخور.
PHG09 | T | PRE  | OLD   | ANY | V1 | جعبه هفتگیِ قرص کمک می‌کنه چیزی جا نماند.
PHG09 | E | ---  | OLD   | ANY | V1 | ثبت منظم مصرف، خیال خانواده رو هم راحت‌تر می‌کنه.
PHG09 | F | ---  | ANY   | ANY | V1 | عارضه داشتی؟ مصرف رو متوقف نکن؛ با پزشک تماس بگیر.

PHG10 | T | MOR  | ANY  | ANY | V1 | صبحانهٔ متعادل؛ آهسته بخور و سیری رو بسنج.
PHG10 | T | MOR  | ANY  | ANY | V2 | لقمه‌های کوچک و جویدن کامل—حس سیری رو دریاب.
PHG10 | T | MOR  | ANY  | ANY | V3 | قبلِ اضافه‌کردن، ۳۰ ثانیه مکث کن.

PHG10 | T | NOON | ANY  | ANY | V1 | نصف بشقاب: سبزیجات؛ عجله نکن.
PHG10 | T | NOON | ANY  | ANY | V2 | یک لیوان آب قبل غذا، کمکِ سیری می‌کنه.
PHG10 | T | NOON | ANY  | ANY | V3 | از میز بلند شو اگر ۸۰٪ سیر شدی.

PHG10 | T | AFT  | ANY  | ANY | V1 | هوسِ تنقلات؟ میوه/آجیل کم‌حجم جایگزین کن.
PHG10 | T | AFT  | ANY  | ANY | V2 | یک لیوان آب، شاید فقط تشنه‌ای نه گرسنه.
PHG10 | T | AFT  | ANY  | ANY | V3 | سهمِ میان‌وعده رو از قبل مشخص کن.

PHG10 | T | EVE  | ANY  | ANY | V1 | شام سبک‌تر؛ آهسته بخور و مزه‌ها رو حس کن.
PHG10 | T | EVE  | ANY  | ANY | V2 | ظرف کوچک‌تر = سهمِ منطقی‌تر.
PHG10 | T | EVE  | ANY  | ANY | V3 | ۱۰ دقیقه بعدِ شام، تصمیم بگیر برای دسر.

PHG10 | T | PRE  | ANY  | ANY | V1 | فردا سهم‌ها رو از قبل بچین (لانچ‌باکس).
PHG10 | T | PRE  | ANY  | ANY | V2 | اسنک‌های پرکالری رو از دمِ دست بردار.
PHG10 | T | PRE  | ANY  | ANY | V3 | فهرست خرید سالم بنویس؛ جلوی وسوسه رو می‌گیره.

PHG10 | E | ---  | ANY  | ANY | V1 | عالی! امروز به سیریِ منطقی احترام گذاشتی 👏
PHG10 | E | ---  | ANY  | ANY | V2 | انتخاب‌هات هوشمندانه‌تر شد—دمت گرم.
PHG10 | E | ---  | ANY  | ANY | V3 | پرخوری کمتر = انرژی پایدارتر—عالیه.

PHG10 | F | ---  | ANY  | ANY | V1 | پرخوری شد؟ مشکلی نیست؛ وعدهٔ بعدی سبک‌تر باشه.
PHG10 | F | ---  | ANY  | ANY | V2 | از همین الان یک لیوان آب و یک پیاده‌روی کوتاه.
PHG10 | F | ---  | ANY  | ANY | V3 | فردا سهم‌ها رو از قبل تعیین می‌کنیم.

PHG10 | P | ---  | ANY  | ANY | V1 | امروز نسبت به دیروز آگاهانه‌تر خوردی.
PHG10 | P | ---  | ANY  | ANY | V2 | چند روزه که سهم‌ها رو بهتر مدیریت می‌کنی—آفرین.
PHG10 | P | ---  | ANY  | ANY | V3 | هوس‌ها کمتر کنترل‌ت رو می‌گیرن—پیشرفت واضح.

PHG10 | T | MOR  | KID   | ANY | V1 | تا وقتی سیر شدی بخور، نه تا خالی‌شدنِ ظرف.
PHG10 | T | NOON | TEEN  | ANY | V1 | رشد داری؛ سالم بخور ولی پرخوری نکن.
PHG10 | T | AFT  | YOUNG | M   | V1 | فست‌فود وسوسه کرد؟ نصف سهم و آهسته.
PHG10 | T | EVE  | YOUNG | F   | V1 | شام سبک‌تر حسِ بهتری به بدنت می‌ده.
PHG10 | T | EVE  | MID   | ANY | V1 | آهسته‌خوری شبانه کمک می‌کنه سوزش معده نگیری.
PHG10 | T | PRE  | OLD   | ANY | V1 | سهم‌های کوچک و قابلِ هضم، انتخاب امن‌تره.
PHG10 | E | ---  | TEEN  | ANY | V1 | آگاهانه خوردی—بدنت داره قدردانی می‌کنه.
PHG10 | F | ---  | ANY   | ANY | V1 | اگر زیاد شد، خودتو سرزنش نکن؛ جلسهٔ بعدی متعادل.

PHG11 | T | MOR  | ANY  | ANY | V1 | شب کم خوابیدی؟ ظهر یک پاورنپِ ۱۵–۲۰ دقیقه‌ای در نظر بگیر.
PHG11 | T | MOR  | ANY  | ANY | V2 | اگر خسته‌ای، امروز یک چرت کوتاه برنامه‌ریزی کن.
PHG11 | T | MOR  | ANY  | ANY | V3 | آلارمِ پاورنپ رو از الان تنظیم کن.

PHG11 | T | NOON | ANY  | ANY | V1 | وقتِ چرت کوتاه؟ ۱۵–۲۰ دقیقه، آلارم یادت نره.
PHG11 | T | NOON | ANY  | ANY | V2 | بعد ناهار یک چرت سبک می‌تونه شارژت کنه.
PHG11 | T | NOON | ANY  | ANY | V3 | یک جای آرام پیدا کن؛ پاورنپ سریع.

PHG11 | T | AFT  | ANY  | ANY | V1 | بعدازظهر خسته‌ای؟ پاورنپ کوتاه به‌جاش قهوهٔ دوم.
PHG11 | T | AFT  | ANY  | ANY | V2 | اگر وقت داری، ۱۵ دقیقه چشم‌بستن هم اثر داره.
PHG11 | T | AFT  | ANY  | ANY | V3 | زیاد طولانی نشه تا کسل نشی.

PHG11 | T | EVE  | ANY  | ANY | V1 | نزدیک غروبه؛ اگر دیر شده، پاورنپ نزن که خوابت به هم نخوره.
PHG11 | T | EVE  | ANY  | ANY | V2 | جای چرتِ دیرهنگام، یک پیاده‌روی کوتاه بزن.
PHG11 | T | EVE  | ANY  | ANY | V3 | اگر خیلی خسته‌ای، ۱۰ دقیقه ریلکسیشن بهتره.

PHG11 | T | PRE  | ANY  | ANY | V1 | قبل خواب پاورنپ نزن؛ روتینِ آرامش بهتره.
PHG11 | T | PRE  | ANY  | ANY | V2 | نورِ اتاق رو کم کن؛ فردا سرِحال‌تر بیدار می‌شی.
PHG11 | T | PRE  | ANY  | ANY | V3 | برنامهٔ فردا: زمانِ چرتت رو از قبل مشخص کن.

PHG11 | E | ---  | ANY  | ANY | V1 | عالی! یک چرت مناسب انرژی‌تو برگردوند 👏
PHG11 | E | ---  | ANY  | ANY | V2 | کِسلی ظهر رو مدیریت کردی—دمت گرم.
PHG11 | E | ---  | ANY  | ANY | V3 | خوابِ شب هم به‌هم نخورد؛ برنامه‌ات حرفه‌ای بود.

PHG11 | F | ---  | ANY  | ANY | V1 | وقت نشد؟ ۲ دقیقه تنفس/ریلکس هم حسابه.
PHG11 | F | ---  | ANY  | ANY | V2 | اگر دیر شد، امروز چرت نزن تا شب بهتر بخوابی.
PHG11 | F | ---  | ANY  | ANY | V3 | هفتهٔ بعد یک زمان ثابت براش بگذاریم.

PHG11 | P | ---  | ANY  | ANY | V1 | این هفته پاورنپ‌هات منظم‌تر از هفتهٔ قبل بود.
PHG11 | P | ---  | ANY  | ANY | V2 | زمانِ چرت رو خوب کوتاه نگه داشتی—عالیه.
PHG11 | P | ---  | ANY  | ANY | V3 | بعدِ پاورنپ، انرژی‌ت بیشتر شد—بهینه‌سازی انجام شد.

PHG11 | T | NOON | TEEN  | ANY | V1 | بعدِ مدرسه یک چرت کوتاه بزن؛ آلارم یادت نره.
PHG11 | T | AFT  | YOUNG | ANY | V1 | پاورنپ بهتر از قهوهٔ عصر دومه—سبک و کوتاه.
PHG11 | T | EVE  | MID   | ANY | V1 | دیرهنگام نخواب؛ خوابِ شب رو به‌هم می‌زنه.
PHG11 | T | NOON | OLD   | ANY | V1 | جای امن و راحت انتخاب کن؛ ۱۵ دقیقه کافی‌ه.
PHG11 | E | ---  | OLD   | ANY | V1 | بعد از چرت، با یک لیوان آب بلند شو—آروم.

PHG12 | T | MOR  | ANY  | ANY | V1 | صبح، مسواک فراموش نشه 🦷
PHG12 | T | MOR  | ANY  | ANY | V2 | دهنتو تازه کن؛ روز بهتر شروع می‌شه.
PHG12 | T | MOR  | ANY  | ANY | V3 | مسواک = اولین قدم بهداشت امروز.

PHG12 | T | NOON | ANY  | ANY | V1 | ناهار خوردی؟ نخ دندان یا شست‌وشو کن.
PHG12 | T | NOON | ANY  | ANY | V2 | بهداشت دندون بعد غذا خیلی مهمه.
PHG12 | T | NOON | ANY  | ANY | V3 | یک دقیقه وقت بذار؛ لبخندت سالم‌تر می‌مونه.

PHG12 | T | AFT  | ANY  | ANY | V1 | عصر می‌تونی از دهان‌شویه استفاده کنی.
PHG12 | T | AFT  | ANY  | ANY | V2 | نفست تازه‌تر می‌شه با یک شست‌وشوی سریع.
PHG12 | T | AFT  | ANY  | ANY | V3 | یادآوری کوچیک: دندوناتو دریاب.

PHG12 | T | EVE  | ANY  | ANY | V1 | شام تموم شد؟ مسواک بزنی عالی می‌شه.
PHG12 | T | EVE  | ANY  | ANY | V2 | لبخند تمیز بعد شام = حس بهتر.
PHG12 | T | EVE  | ANY  | ANY | V3 | یک دقیقه وقت بذار برای دندون‌هات.

PHG12 | T | PRE  | ANY  | ANY | V1 | قبل خواب مسواک + نخ دندان = لبخند سالم.
PHG12 | T | PRE  | ANY  | ANY | V2 | یک روتین شب برای دندون، عمرشو طولانی می‌کنه.
PHG12 | T | PRE  | ANY  | ANY | V3 | دندون تمیز = خواب راحت‌تر.

PHG12 | E | ---  | ANY  | ANY | V1 | عالی! بهداشت دندون رعایت شد 👏
PHG12 | E | ---  | ANY  | ANY | V2 | لبخندت سالم‌تر شده.
PHG12 | E | ---  | ANY  | ANY | V3 | مراقبت دائمی بهترین سرمایه‌ست.

PHG12 | F | ---  | ANY  | ANY | V1 | جا افتاد؟ همین الان مسواک بزن.
PHG12 | F | ---  | ANY  | ANY | V2 | حتی شستن سریع دهان هم کمک می‌کنه.
PHG12 | F | ---  | ANY  | ANY | V3 | فردا دقیق‌تر باشی، جبران می‌شه.

PHG12 | P | ---  | ANY  | ANY | V1 | سه روز پیاپی مسواک زدی—عالیه.
PHG12 | P | ---  | ANY  | ANY | V2 | امروز نسبت به دیروز بهتر بودی.
PHG12 | P | ---  | ANY  | ANY | V3 | بهداشت دهان داری عادت می‌شه.

PHG12 | T | MOR  | KID   | ANY | V1 | دندون قوی مثل قهرمان‌ها! مسواک یادت نره 🦷
PHG12 | T | PRE  | TEEN  | ANY | V1 | مسواک شب = لبخند جذاب‌تر.
PHG12 | T | PRE  | OLD   | ANY | V1 | با آرامش و ملایمت مسواک بزن؛ لثه حساس‌تره.

PHG13 | T | MOR  | ANY  | ANY | V1 | روزتو با شستن صورت شروع کن.
PHG13 | T | MOR  | ANY  | ANY | V2 | آب خنک صبحگاهی = بیداری کامل.
PHG13 | T | MOR  | ANY  | ANY | V3 | اولین کار روز؟ شستن دست و صورت.

PHG13 | T | NOON | ANY  | ANY | V1 | قبل ناهار دست‌هاتو خوب بشور.
PHG13 | T | NOON | ANY  | ANY | V2 | بهداشت دست = پیشگیری از بیماری.
PHG13 | T | NOON | ANY  | ANY | V3 | آب و صابون یادت نره.

PHG13 | T | AFT  | ANY  | ANY | V1 | بعد فعالیت، یک شست‌وشوی سریع کن.
PHG13 | T | AFT  | ANY  | ANY | V2 | صورتت خسته‌ست؟ آب خنک تازه‌اش می‌کنه.
PHG13 | T | AFT  | ANY  | ANY | V3 | دقایقی برای پاکیزگی بگذار.

PHG13 | T | EVE  | ANY  | ANY | V1 | عصر هم دست و صورتتو تازه کن.
PHG13 | T | EVE  | ANY  | ANY | V2 | یک آب‌زدن ساده حس بهتری می‌ده.
PHG13 | T | EVE  | ANY  | ANY | V3 | بعد کار، تمیزی حس خوبی می‌ده.

PHG13 | T | PRE  | ANY  | ANY | V1 | قبل خواب صورتت رو بشور؛ پوستت نفس بکشه.
PHG13 | T | PRE  | ANY  | ANY | V2 | خواب تمیز = پوست سالم‌تر.
PHG13 | T | PRE  | ANY  | ANY | V3 | آب ولرم قبل خواب، روتین خوبیه.

PHG13 | E | ---  | ANY  | ANY | V1 | عالی! شست‌وشو انجام شد 👏
PHG13 | E | ---  | ANY  | ANY | V2 | بهداشتت مثال‌زدنیه.
PHG13 | E | ---  | ANY  | ANY | V3 | تمیزی = حس بهتر.

PHG13 | F | ---  | ANY  | ANY | V1 | یادت رفت؟ الان وقتشه.
PHG13 | F | ---  | ANY  | ANY | V2 | حتی یک بار هم خوبه.
PHG13 | F | ---  | ANY  | ANY | V3 | فردا بهتر دقت کن.

PHG13 | P | ---  | ANY  | ANY | V1 | امروز دفعات بیشتری شست‌وشو داشتی.
PHG13 | P | ---  | ANY  | ANY | V2 | سه روز پیاپی رعایت کردی—عالیه.
PHG13 | P | ---  | ANY  | ANY | V3 | بدنت تشکر می‌کنه؛ پیشرفتت واضحه.

PHG13 | T | MOR  | TEEN  | F   | V1 | پوستت با شست‌وشوی صبحگاهی شاداب‌تر می‌شه ✨
PHG13 | T | PRE  | OLD   | ANY | V1 | قبل خواب با آب ولرم، پوستت رو آرام کن.

PHG14 | T | MOR  | ANY  | ANY | V1 | صبح ضدآفتاب زدی؟ ☀️
PHG14 | T | MOR  | ANY  | ANY | V2 | مرطوب‌کننده رو فراموش نکن.
PHG14 | T | MOR  | ANY  | ANY | V3 | پوستت به مراقبت صبحگاهی نیاز داره.

PHG14 | T | NOON | ANY  | ANY | V1 | اگه بیرونی، ضدآفتاب رو تجدید کن.
PHG14 | T | NOON | ANY  | ANY | V2 | تعریق داشتی؟ یک شست‌وشوی ملایم خوبه.
PHG14 | T | NOON | ANY  | ANY | V3 | پوستت الان نیاز به تازه‌سازی داره.

PHG14 | T | AFT  | ANY  | ANY | V1 | بعدازظهر مرطوب‌کننده بزنی عالیه.
PHG14 | T | AFT  | ANY  | ANY | V2 | پوست خشک؟ وقت آبرسانیه.
PHG14 | T | AFT  | ANY  | ANY | V3 | یک دقیقه وقت بذار برای روتین پوستی.

PHG14 | T | EVE  | ANY  | ANY | V1 | بعد از روز طولانی، پوستت رو پاکسازی کن.
PHG14 | T | EVE  | ANY  | ANY | V2 | آرایش یا آلودگی رو بشور.
PHG14 | T | EVE  | ANY  | ANY | V3 | مراقبت عصرگاهی = پوست سالم‌تر.

PHG14 | T | PRE  | ANY  | ANY | V1 | شب = کرم شب یا مرطوب‌کننده.
PHG14 | T | PRE  | ANY  | ANY | V2 | پوست تمیز + کرم شب = خواب راحت.
PHG14 | T | PRE  | ANY  | ANY | V3 | روتین شب = سرمایه بلندمدت.

PHG14 | E | ---  | ANY  | ANY | V1 | عالی! روتین پوستت کامل شد 👏
PHG14 | E | ---  | ANY  | ANY | V2 | پوستت داره تشکر می‌کنه ✨
PHG14 | E | ---  | ANY  | ANY | V3 | انتخابت عالی بود.

PHG14 | F | ---  | ANY  | ANY | V1 | امروز نشد؟ فردا جبران کن.
PHG14 | F | ---  | ANY  | ANY | V2 | حتی یک مرحله هم بهتر از هیچی‌ه.
PHG14 | F | ---  | ANY  | ANY | V3 | فردا از ساده‌ترین کار شروع کن.

PHG14 | P | ---  | ANY  | ANY | V1 | روتین پوستت این هفته کامل‌تر بود.
PHG14 | P | ---  | ANY  | ANY | V2 | روزهای متوالی مراقبت کردی—عالیه.
PHG14 | P | ---  | ANY  | ANY | V3 | عادت خوبت داره شکل می‌گیره.

PHG14 | T | MOR  | TEEN  | F   | V1 | ضدآفتاب صبحگاهی = پوست صاف‌تر در آینده ✨
PHG14 | T | PRE  | YOUNG | F   | V1 | کرم شب یادت نره؛ پوستت فردا درخشان‌تر می‌شه.
PHG14 | T | MOR  | MID   | ANY | V1 | ضدآفتاب برای همه‌سن لازمه—یادت نره.
PHG14 | T | PRE  | OLD   | ANY | V1 | مرطوب‌کننده شب برای خشکی پوست ضروریه.

PHG15 | T | MOR  | ANY  | ANY | V1 | صبح یک کشش ساده انجام بده.
PHG15 | T | MOR  | ANY  | ANY | V2 | ۲ دقیقه نرمش = بدن بیدارتر.
PHG15 | T | MOR  | ANY  | ANY | V3 | ستون فقراتت رو بکش؛ حس بهتری می‌گیری.

PHG15 | T | NOON | ANY  | ANY | V1 | وسط کار پاشو و چند حرکت کششی کن.
PHG15 | T | NOON | ANY  | ANY | V2 | ۲ دقیقه کشش = تمرکز دوباره.
PHG15 | T | NOON | ANY  | ANY | V3 | استراحت = کشش سبک.

PHG15 | T | AFT  | ANY  | ANY | V1 | بعدازظهر کمی خستگی؟ کشش سریع کمک می‌کنه.
PHG15 | T | AFT  | ANY  | ANY | V2 | حرکت ساده گردن و شانه کافی‌ه.
PHG15 | T | AFT  | ANY  | ANY | V3 | نرمش سبک؛ بدنت تشکر می‌کنه.

PHG15 | T | EVE  | ANY  | ANY | V1 | عصر کمی بدن‌ت رو باز کن.
PHG15 | T | EVE  | ANY  | ANY | V2 | کشش پا بعد روز طولانی عالیه.
PHG15 | T | EVE  | ANY  | ANY | V3 | فقط ۲ دقیقه؛ امتحان کن.

PHG15 | T | PRE  | ANY  | ANY | V1 | قبل خواب کشش ملایم کن.
PHG15 | T | PRE  | ANY  | ANY | V2 | کشش = آرامش بیشتر.
PHG15 | T | PRE  | ANY  | ANY | V3 | چند حرکت ساده و بعد خواب.

PHG15 | E | ---  | ANY  | ANY | V1 | عالی! نرمش کردی 👏
PHG15 | E | ---  | ANY  | ANY | V2 | بدنت سبک‌تر شد.
PHG15 | E | ---  | ANY  | ANY | V3 | همین قدم‌های کوچیک مهمن.

PHG15 | F | ---  | ANY  | ANY | V1 | یادت رفت؟ الان فقط ۳۰ ثانیه هم خوبه.
PHG15 | F | ---  | ANY  | ANY | V2 | فردا وقت بیشتری بذار.
PHG15 | F | ---  | ANY  | ANY | V3 | جا افتاد؟ مشکلی نیست.
